h1,h2,h3,lr,reg,init,activation,train_acc,train_loss,val_acc,val_loss,time,weight_path,log_path,test_acc
256,128,64,0.001,0.0,he,relu,44.553333333333335,1.5924799734017068,43.52,1.6217664563398473,620.86,weights/best_model_he_relu_256_128_64_lr0.001_reg0.0.pkl,logs/history_he_relu_256_128_64_lr0.001_reg0.0.pkl,43.69
256,128,64,0.001,0.0,he,tanh,43.97555555555556,1.6096249820231157,43.1,1.6336090489162345,618.38,weights/best_model_he_tanh_256_128_64_lr0.001_reg0.0.pkl,logs/history_he_tanh_256_128_64_lr0.001_reg0.0.pkl,42.67
256,128,64,0.001,0.0,he,sigmoid,21.12444444444445,2.2759881828665423,21.04,2.2767879894591125,655.74,weights/best_model_he_sigmoid_256_128_64_lr0.001_reg0.0.pkl,logs/history_he_sigmoid_256_128_64_lr0.001_reg0.0.pkl,20.75
256,128,64,0.001,0.0,xavier,relu,42.96,1.626865358226059,41.54,1.6508460323195824,595.79,weights/best_model_xavier_relu_256_128_64_lr0.001_reg0.0.pkl,logs/history_xavier_relu_256_128_64_lr0.001_reg0.0.pkl,41.949999999999996
256,128,64,0.001,0.0,xavier,tanh,42.45555555555556,1.665086256959664,41.22,1.690281797939367,603.03,weights/best_model_xavier_tanh_256_128_64_lr0.001_reg0.0.pkl,logs/history_xavier_tanh_256_128_64_lr0.001_reg0.0.pkl,41.55
256,128,64,0.001,0.0,xavier,sigmoid,23.04888888888889,2.292879584735479,23.26,2.2931878204688414,623.37,weights/best_model_xavier_sigmoid_256_128_64_lr0.001_reg0.0.pkl,logs/history_xavier_sigmoid_256_128_64_lr0.001_reg0.0.pkl,23.57
256,128,64,0.001,0.0,normal,relu,12.382222222222222,2.3025566907220165,12.52,2.3025585521928416,592.54,weights/best_model_normal_relu_256_128_64_lr0.001_reg0.0.pkl,logs/history_normal_relu_256_128_64_lr0.001_reg0.0.pkl,12.709999999999999
256,128,64,0.001,0.0,normal,tanh,13.897777777777778,2.302493570726777,15.78,2.302493602122855,610.15,weights/best_model_normal_tanh_256_128_64_lr0.001_reg0.0.pkl,logs/history_normal_tanh_256_128_64_lr0.001_reg0.0.pkl,16.23
256,128,64,0.001,0.0,normal,sigmoid,10.0,2.3025848177377566,10.0,2.302584825136009,648.85,weights/best_model_normal_sigmoid_256_128_64_lr0.001_reg0.0.pkl,logs/history_normal_sigmoid_256_128_64_lr0.001_reg0.0.pkl,10.0
256,128,64,0.001,0.0001,he,relu,45.25555555555555,1.6190847176820082,43.72,1.6531512984195564,636.36,weights/best_model_he_relu_256_128_64_lr0.001_reg0.0001.pkl,logs/history_he_relu_256_128_64_lr0.001_reg0.0001.pkl,44.14
256,128,64,0.001,0.0001,he,tanh,44.12888888888889,1.6562779708285436,43.0,1.6875846022895165,616.15,weights/best_model_he_tanh_256_128_64_lr0.001_reg0.0001.pkl,logs/history_he_tanh_256_128_64_lr0.001_reg0.0001.pkl,43.34
256,128,64,0.001,0.0001,he,sigmoid,23.67333333333333,2.3256173387935606,23.880000000000003,2.326345468353903,622.6,weights/best_model_he_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,logs/history_he_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,23.919999999999998
256,128,64,0.001,0.0001,xavier,relu,42.49333333333333,1.6908518362177507,41.28,1.7192141956328006,598.94,weights/best_model_xavier_relu_256_128_64_lr0.001_reg0.0001.pkl,logs/history_xavier_relu_256_128_64_lr0.001_reg0.0001.pkl,41.949999999999996
256,128,64,0.001,0.0001,xavier,tanh,42.64888888888888,1.6916322643255453,41.620000000000005,1.717110190277972,655.85,weights/best_model_xavier_tanh_256_128_64_lr0.001_reg0.0001.pkl,logs/history_xavier_tanh_256_128_64_lr0.001_reg0.0001.pkl,41.75
256,128,64,0.001,0.0001,xavier,sigmoid,20.675555555555555,2.3315198468517337,20.4,2.331826074523672,666.86,weights/best_model_xavier_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,logs/history_xavier_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,20.8
256,128,64,0.001,0.0001,normal,relu,10.131111111111112,2.30667356879964,13.06,2.306673784250396,603.32,weights/best_model_normal_relu_256_128_64_lr0.001_reg0.0001.pkl,logs/history_normal_relu_256_128_64_lr0.001_reg0.0001.pkl,12.67
256,128,64,0.001,0.0001,normal,tanh,16.68888888888889,2.306604515761274,17.16,2.306607604605405,604.03,weights/best_model_normal_tanh_256_128_64_lr0.001_reg0.0001.pkl,logs/history_normal_tanh_256_128_64_lr0.001_reg0.0001.pkl,16.43
256,128,64,0.001,0.0001,normal,sigmoid,10.0,2.306707612532178,10.0,2.306707646163717,658.39,weights/best_model_normal_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,logs/history_normal_sigmoid_256_128_64_lr0.001_reg0.0001.pkl,10.0
256,128,64,0.001,0.001,he,relu,44.47333333333333,2.043125136346512,43.48,2.073203552590205,628.23,weights/best_model_he_relu_256_128_64_lr0.001_reg0.001.pkl,logs/history_he_relu_256_128_64_lr0.001_reg0.001.pkl,43.14
256,128,64,0.001,0.001,he,tanh,43.577777777777776,2.072120977770365,42.64,2.1015524107729817,615.11,weights/best_model_he_tanh_256_128_64_lr0.001_reg0.001.pkl,logs/history_he_tanh_256_128_64_lr0.001_reg0.001.pkl,42.9
256,128,64,0.001,0.001,he,sigmoid,22.044444444444444,2.735053911462462,21.74,2.735516647736602,646.22,weights/best_model_he_sigmoid_256_128_64_lr0.001_reg0.001.pkl,logs/history_he_sigmoid_256_128_64_lr0.001_reg0.001.pkl,22.71
256,128,64,0.001,0.001,xavier,relu,42.66666666666667,2.014685266928578,41.7,2.034508723638832,588.97,weights/best_model_xavier_relu_256_128_64_lr0.001_reg0.001.pkl,logs/history_xavier_relu_256_128_64_lr0.001_reg0.001.pkl,42.230000000000004
256,128,64,0.001,0.001,xavier,tanh,42.23111111111111,2.0300056885501965,41.68,2.053403607335964,602.95,weights/best_model_xavier_tanh_256_128_64_lr0.001_reg0.001.pkl,logs/history_xavier_tanh_256_128_64_lr0.001_reg0.001.pkl,41.71
256,128,64,0.001,0.001,xavier,sigmoid,21.06888888888889,2.658703812232642,20.3,2.658984195352716,641.83,weights/best_model_xavier_sigmoid_256_128_64_lr0.001_reg0.001.pkl,logs/history_xavier_sigmoid_256_128_64_lr0.001_reg0.001.pkl,20.94
256,128,64,0.001,0.001,normal,relu,12.537777777777778,2.342877485622247,13.7,2.3428781070604288,597.25,weights/best_model_normal_relu_256_128_64_lr0.001_reg0.001.pkl,logs/history_normal_relu_256_128_64_lr0.001_reg0.001.pkl,12.9
256,128,64,0.001,0.001,normal,tanh,11.384444444444444,2.3427157323377834,11.96,2.3427178948685814,639.14,weights/best_model_normal_tanh_256_128_64_lr0.001_reg0.001.pkl,logs/history_normal_tanh_256_128_64_lr0.001_reg0.001.pkl,11.74
256,128,64,0.001,0.001,normal,sigmoid,10.0,2.3428716526019104,10.04,2.342871729244596,648.04,weights/best_model_normal_sigmoid_256_128_64_lr0.001_reg0.001.pkl,logs/history_normal_sigmoid_256_128_64_lr0.001_reg0.001.pkl,9.959999999999999
512,256,128,0.01,0.0,he,relu,68.30666666666667,0.9284065209099616,55.06,1.3182339424498235,1064.36,weights/best_model_he_relu_512_256_128_lr0.01_reg0.0.pkl,logs/history_he_relu_512_256_128_lr0.01_reg0.0.pkl,54.63
512,256,128,0.01,0.0,he,tanh,61.89333333333333,1.096577147572595,52.68000000000001,1.352739048597852,1108.35,weights/best_model_he_tanh_512_256_128_lr0.01_reg0.0.pkl,logs/history_he_tanh_512_256_128_lr0.01_reg0.0.pkl,52.96999999999999
512,256,128,0.01,0.0,he,sigmoid,32.38444444444444,1.892761408028328,31.42,1.9085804335924783,1176.13,weights/best_model_he_sigmoid_512_256_128_lr0.01_reg0.0.pkl,logs/history_he_sigmoid_512_256_128_lr0.01_reg0.0.pkl,32.32
512,256,128,0.01,0.0,xavier,relu,66.52888888888889,0.9743327297102105,54.17999999999999,1.3311115629638632,1159.25,weights/best_model_xavier_relu_512_256_128_lr0.01_reg0.0.pkl,logs/history_xavier_relu_512_256_128_lr0.01_reg0.0.pkl,54.03
512,256,128,0.01,0.0,xavier,tanh,59.31555555555556,1.1659936273694236,51.94,1.3705822783895378,1140.3,weights/best_model_xavier_tanh_512_256_128_lr0.01_reg0.0.pkl,logs/history_xavier_tanh_512_256_128_lr0.01_reg0.0.pkl,52.35999999999999
512,256,128,0.01,0.0,xavier,sigmoid,29.602222222222224,1.9369792783192068,29.06,1.951679156484428,1213.44,weights/best_model_xavier_sigmoid_512_256_128_lr0.01_reg0.0.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.01_reg0.0.pkl,29.68
512,256,128,0.01,0.0,normal,relu,32.504444444444445,1.775158059393199,31.680000000000003,1.806289560036631,1084.06,weights/best_model_normal_relu_512_256_128_lr0.01_reg0.0.pkl,logs/history_normal_relu_512_256_128_lr0.01_reg0.0.pkl,32.49
512,256,128,0.01,0.0,normal,tanh,37.90888888888889,1.705747592028355,37.12,1.7391011876313751,1077.65,weights/best_model_normal_tanh_512_256_128_lr0.01_reg0.0.pkl,logs/history_normal_tanh_512_256_128_lr0.01_reg0.0.pkl,37.36
512,256,128,0.01,0.0,normal,sigmoid,10.0,2.30258475941315,10.0,2.3025848007101284,1092.1,weights/best_model_normal_sigmoid_512_256_128_lr0.01_reg0.0.pkl,logs/history_normal_sigmoid_512_256_128_lr0.01_reg0.0.pkl,10.0
512,256,128,0.01,0.0001,he,relu,67.37333333333333,1.0432074572996013,54.17999999999999,1.4345731943690094,1082.77,weights/best_model_he_relu_512_256_128_lr0.01_reg0.0001.pkl,logs/history_he_relu_512_256_128_lr0.01_reg0.0001.pkl,54.32
512,256,128,0.01,0.0001,he,tanh,61.75111111111112,1.1993629515529474,52.7,1.4507027896794622,1069.58,weights/best_model_he_tanh_512_256_128_lr0.01_reg0.0001.pkl,logs/history_he_tanh_512_256_128_lr0.01_reg0.0001.pkl,53.23
512,256,128,0.01,0.0001,he,sigmoid,32.19111111111111,1.9830477237375548,31.46,1.9977292116545105,1147.15,weights/best_model_he_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,logs/history_he_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,32.07
512,256,128,0.01,0.0001,xavier,relu,66.4,1.0488923038838305,54.84,1.398909892666679,1079.77,weights/best_model_xavier_relu_512_256_128_lr0.01_reg0.0001.pkl,logs/history_xavier_relu_512_256_128_lr0.01_reg0.0001.pkl,54.37
512,256,128,0.01,0.0001,xavier,tanh,58.608888888888885,1.2526929740903283,51.580000000000005,1.4527020838572522,1112.39,weights/best_model_xavier_tanh_512_256_128_lr0.01_reg0.0001.pkl,logs/history_xavier_tanh_512_256_128_lr0.01_reg0.0001.pkl,52.239999999999995
512,256,128,0.01,0.0001,xavier,sigmoid,29.604444444444443,2.0182459041461285,28.860000000000003,2.031771038131976,1159.3,weights/best_model_xavier_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,29.87
512,256,128,0.01,0.0001,normal,relu,35.333333333333336,1.7349011374860492,33.82,1.7780730869271004,1095.84,weights/best_model_normal_relu_512_256_128_lr0.01_reg0.0001.pkl,logs/history_normal_relu_512_256_128_lr0.01_reg0.0001.pkl,34.93
512,256,128,0.01,0.0001,normal,tanh,37.76,1.7194497565946194,37.14,1.7505967405736511,1129.56,weights/best_model_normal_tanh_512_256_128_lr0.01_reg0.0001.pkl,logs/history_normal_tanh_512_256_128_lr0.01_reg0.0001.pkl,37.14
512,256,128,0.01,0.0001,normal,sigmoid,10.0,2.311048066802637,10.0,2.3110480755522027,1128.83,weights/best_model_normal_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,logs/history_normal_sigmoid_512_256_128_lr0.01_reg0.0001.pkl,10.0
512,256,128,0.01,0.001,he,relu,66.4,1.721523797716924,53.94,2.069881201179835,1074.02,weights/best_model_he_relu_512_256_128_lr0.01_reg0.001.pkl,logs/history_he_relu_512_256_128_lr0.01_reg0.001.pkl,54.03
512,256,128,0.01,0.001,he,tanh,60.18666666666667,1.892701648345409,52.46,2.103418788712764,1154.4,weights/best_model_he_tanh_512_256_128_lr0.01_reg0.001.pkl,logs/history_he_tanh_512_256_128_lr0.01_reg0.001.pkl,52.93
512,256,128,0.01,0.001,he,sigmoid,31.288888888888888,2.6295487779838904,30.46,2.644175074870677,1167.81,weights/best_model_he_sigmoid_512_256_128_lr0.01_reg0.001.pkl,logs/history_he_sigmoid_512_256_128_lr0.01_reg0.001.pkl,31.03
512,256,128,0.01,0.001,xavier,relu,64.26666666666667,1.6188996825080575,54.02,1.916993051935082,1051.89,weights/best_model_xavier_relu_512_256_128_lr0.01_reg0.001.pkl,logs/history_xavier_relu_512_256_128_lr0.01_reg0.001.pkl,54.14
512,256,128,0.01,0.001,xavier,tanh,57.42666666666667,1.7994237126734414,51.22,1.969587765693625,1079.22,weights/best_model_xavier_tanh_512_256_128_lr0.01_reg0.001.pkl,logs/history_xavier_tanh_512_256_128_lr0.01_reg0.001.pkl,51.51
512,256,128,0.01,0.001,xavier,sigmoid,28.21555555555556,2.5259740431004856,27.92,2.539741696091297,1077.48,weights/best_model_xavier_sigmoid_512_256_128_lr0.01_reg0.001.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.01_reg0.001.pkl,28.139999999999997
512,256,128,0.01,0.001,normal,relu,32.635555555555555,1.8481310705300764,31.86,1.880018663452936,998.85,weights/best_model_normal_relu_512_256_128_lr0.01_reg0.001.pkl,logs/history_normal_relu_512_256_128_lr0.01_reg0.001.pkl,32.71
512,256,128,0.01,0.001,normal,tanh,36.72444444444445,1.8062262090983503,36.28,1.8365010292590624,1092.19,weights/best_model_normal_tanh_512_256_128_lr0.01_reg0.001.pkl,logs/history_normal_tanh_512_256_128_lr0.01_reg0.001.pkl,36.3
512,256,128,0.01,0.001,normal,sigmoid,10.0,2.368612563846227,10.0,2.3686124994649616,1201.6,weights/best_model_normal_sigmoid_512_256_128_lr0.01_reg0.001.pkl,logs/history_normal_sigmoid_512_256_128_lr0.01_reg0.001.pkl,10.0
512,256,128,0.001,0.0,he,relu,45.797777777777775,1.55971603905873,43.94,1.6002447209314294,1123.34,weights/best_model_he_relu_512_256_128_lr0.001_reg0.0.pkl,logs/history_he_relu_512_256_128_lr0.001_reg0.0.pkl,44.49
512,256,128,0.001,0.0,he,tanh,45.144444444444446,1.582287403535537,43.84,1.6152927381748858,1154.81,weights/best_model_he_tanh_512_256_128_lr0.001_reg0.0.pkl,logs/history_he_tanh_512_256_128_lr0.001_reg0.0.pkl,44.35
512,256,128,0.001,0.0,he,sigmoid,21.45111111111112,2.2804863266991,20.74,2.281521784143972,1160.25,weights/best_model_he_sigmoid_512_256_128_lr0.001_reg0.0.pkl,logs/history_he_sigmoid_512_256_128_lr0.001_reg0.0.pkl,21.23
512,256,128,0.001,0.0,xavier,relu,42.715555555555554,1.642235201488882,41.46,1.6677864847257151,1004.19,weights/best_model_xavier_relu_512_256_128_lr0.001_reg0.0.pkl,logs/history_xavier_relu_512_256_128_lr0.001_reg0.0.pkl,42.0
512,256,128,0.001,0.0,xavier,tanh,43.90222222222222,1.625634718815587,41.68,1.6528514191515125,1030.31,weights/best_model_xavier_tanh_512_256_128_lr0.001_reg0.0.pkl,logs/history_xavier_tanh_512_256_128_lr0.001_reg0.0.pkl,43.07
512,256,128,0.001,0.0,xavier,sigmoid,22.924444444444443,2.2899501475900217,23.22,2.2903321530476344,1060.83,weights/best_model_xavier_sigmoid_512_256_128_lr0.001_reg0.0.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.001_reg0.0.pkl,23.57
512,256,128,0.001,0.0,normal,relu,13.333333333333334,2.3023239919260954,13.66,2.302331114176086,985.97,weights/best_model_normal_relu_512_256_128_lr0.001_reg0.0.pkl,logs/history_normal_relu_512_256_128_lr0.001_reg0.0.pkl,13.569999999999999
512,256,128,0.001,0.0,normal,tanh,11.828888888888889,2.300855768739387,12.86,2.3009318363318862,1077.63,weights/best_model_normal_tanh_512_256_128_lr0.001_reg0.0.pkl,logs/history_normal_tanh_512_256_128_lr0.001_reg0.0.pkl,13.26
512,256,128,0.001,0.0,normal,sigmoid,10.0,2.3025852211002595,10.04,2.302585320752144,1159.88,weights/best_model_normal_sigmoid_512_256_128_lr0.001_reg0.0.pkl,logs/history_normal_sigmoid_512_256_128_lr0.001_reg0.0.pkl,10.100000000000001
512,256,128,0.001,0.0001,he,relu,46.035555555555554,1.6377819452304951,44.080000000000005,1.6737100809351042,1045.71,weights/best_model_he_relu_512_256_128_lr0.001_reg0.0001.pkl,logs/history_he_relu_512_256_128_lr0.001_reg0.0001.pkl,44.89
512,256,128,0.001,0.0001,he,tanh,45.25777777777778,1.664053615525506,43.78,1.7044845484462752,997.53,weights/best_model_he_tanh_512_256_128_lr0.001_reg0.0001.pkl,logs/history_he_tanh_512_256_128_lr0.001_reg0.0001.pkl,44.4
512,256,128,0.001,0.0001,he,sigmoid,23.57777777777778,2.373069379152036,23.44,2.3737497809911723,1055.95,weights/best_model_he_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,logs/history_he_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,24.09
512,256,128,0.001,0.0001,xavier,relu,43.34888888888889,1.6971924729878107,42.36,1.7203227515287849,1071.39,weights/best_model_xavier_relu_512_256_128_lr0.001_reg0.0001.pkl,logs/history_xavier_relu_512_256_128_lr0.001_reg0.0001.pkl,42.970000000000006
512,256,128,0.001,0.0001,xavier,tanh,43.42888888888889,1.7041026611392291,42.120000000000005,1.732268611609979,1271.5,weights/best_model_xavier_tanh_512_256_128_lr0.001_reg0.0001.pkl,logs/history_xavier_tanh_512_256_128_lr0.001_reg0.0001.pkl,42.65
512,256,128,0.001,0.0001,xavier,sigmoid,22.73777777777778,2.3609380436956844,22.88,2.3612729466765447,1421.78,weights/best_model_xavier_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,23.11
512,256,128,0.001,0.0001,normal,relu,14.66,2.311037240494423,15.14,2.311042695084279,1318.84,weights/best_model_normal_relu_512_256_128_lr0.001_reg0.0001.pkl,logs/history_normal_relu_512_256_128_lr0.001_reg0.0001.pkl,15.42
512,256,128,0.001,0.0001,normal,tanh,14.511111111111113,2.3095074862149154,15.740000000000002,2.3095728009078806,1174.74,weights/best_model_normal_tanh_512_256_128_lr0.001_reg0.0001.pkl,logs/history_normal_tanh_512_256_128_lr0.001_reg0.0001.pkl,14.729999999999999
512,256,128,0.001,0.0001,normal,sigmoid,10.0,2.31124778006109,10.0,2.3112478476538136,1194.02,weights/best_model_normal_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,logs/history_normal_sigmoid_512_256_128_lr0.001_reg0.0001.pkl,10.0
512,256,128,0.001,0.001,he,relu,46.215555555555554,2.435208393123246,44.96,2.470038160301937,981.17,weights/best_model_he_relu_512_256_128_lr0.001_reg0.001.pkl,logs/history_he_relu_512_256_128_lr0.001_reg0.001.pkl,44.87
512,256,128,0.001,0.001,he,tanh,44.96666666666667,2.469592722865136,43.24,2.507801634122786,1048.14,weights/best_model_he_tanh_512_256_128_lr0.001_reg0.001.pkl,logs/history_he_tanh_512_256_128_lr0.001_reg0.001.pkl,43.81
512,256,128,0.001,0.001,he,sigmoid,22.015555555555554,3.157824874700858,22.34,3.158626675953395,1091.4,weights/best_model_he_sigmoid_512_256_128_lr0.001_reg0.001.pkl,logs/history_he_sigmoid_512_256_128_lr0.001_reg0.001.pkl,22.8
512,256,128,0.001,0.001,xavier,relu,44.49777777777778,2.2926394894949724,43.32,2.320213556036576,996.48,weights/best_model_xavier_relu_512_256_128_lr0.001_reg0.001.pkl,logs/history_xavier_relu_512_256_128_lr0.001_reg0.001.pkl,43.21
512,256,128,0.001,0.001,xavier,tanh,43.44444444444445,2.3224521327390963,42.620000000000005,2.3511021285990203,1016.71,weights/best_model_xavier_tanh_512_256_128_lr0.001_reg0.001.pkl,logs/history_xavier_tanh_512_256_128_lr0.001_reg0.001.pkl,42.17
512,256,128,0.001,0.001,xavier,sigmoid,20.122222222222224,2.978418080272549,20.02,2.9786457668493367,1095.37,weights/best_model_xavier_sigmoid_512_256_128_lr0.001_reg0.001.pkl,logs/history_xavier_sigmoid_512_256_128_lr0.001_reg0.001.pkl,20.68
512,256,128,0.001,0.001,normal,relu,12.2,2.3868382780684616,12.659999999999998,2.386844652246729,1074.09,weights/best_model_normal_relu_512_256_128_lr0.001_reg0.001.pkl,logs/history_normal_relu_512_256_128_lr0.001_reg0.001.pkl,12.770000000000001
512,256,128,0.001,0.001,normal,tanh,12.604444444444445,2.38583609114579,14.52,2.385880975618482,1109.76,weights/best_model_normal_tanh_512_256_128_lr0.001_reg0.001.pkl,logs/history_normal_tanh_512_256_128_lr0.001_reg0.001.pkl,14.63
512,256,128,0.001,0.001,normal,sigmoid,10.0,2.387201711788248,10.2,2.387201752645819,1149.47,weights/best_model_normal_sigmoid_512_256_128_lr0.001_reg0.001.pkl,logs/history_normal_sigmoid_512_256_128_lr0.001_reg0.001.pkl,10.02
